user_id,photo_id,created_at,updated_at,vote_type
31,207,"2016-04-21 19:12:19.923465","2016-04-21 19:12:19.923465",1
32,207,"2016-04-21 19:12:19.938049","2016-04-21 19:12:19.938049",1
33,207,"2016-04-21 19:12:19.952682","2016-04-21 19:12:19.952682",1
34,207,"2016-04-21 19:12:19.968013","2016-04-21 19:12:19.968013",1
35,207,"2016-04-21 19:12:19.977641","2016-04-21 19:12:19.977641",1
36,207,"2016-04-21 19:12:19.993779","2016-04-21 19:12:19.993779",1
20,208,"2016-04-21 19:12:20.004329","2016-04-21 19:12:20.004329",1
21,208,"2016-04-21 19:12:20.020690","2016-04-21 19:12:20.020690",1
22,208,"2016-04-21 19:12:20.030765","2016-04-21 19:12:20.030765",1
23,208,"2016-04-21 19:12:20.051303","2016-04-21 19:12:20.051303",1
24,208,"2016-04-21 19:12:20.065558","2016-04-21 19:12:20.065558",1
25,208,"2016-04-21 19:12:20.090095","2016-04-21 19:12:20.090095",1
26,208,"2016-04-21 19:12:20.102475","2016-04-21 19:12:20.102475",1
27,208,"2016-04-21 19:12:20.111357","2016-04-21 19:12:20.111357",1
28,208,"2016-04-21 19:12:20.120167","2016-04-21 19:12:20.120167",1
29,208,"2016-04-21 19:12:20.135814","2016-04-21 19:12:20.135814",1
30,208,"2016-04-21 19:12:20.145775","2016-04-21 19:12:20.145775",1
31,208,"2016-04-21 19:12:20.154840","2016-04-21 19:12:20.154840",1
32,208,"2016-04-21 19:12:20.164340","2016-04-21 19:12:20.164340",1
33,208,"2016-04-21 19:12:20.173523","2016-04-21 19:12:20.173523",1
34,208,"2016-04-21 19:12:20.182544","2016-04-21 19:12:20.182544",1
35,208,"2016-04-21 19:12:20.201378","2016-04-21 19:12:20.201378",1
36,208,"2016-04-21 19:12:20.210350","2016-04-21 19:12:20.210350",1
20,209,"2016-04-21 19:12:20.219327","2016-04-21 19:12:20.219327",1
21,209,"2016-04-21 19:12:20.228236","2016-04-21 19:12:20.228236",1
22,209,"2016-04-21 19:12:20.238410","2016-04-21 19:12:20.238410",1
23,209,"2016-04-21 19:12:20.248617","2016-04-21 19:12:20.248617",1
24,209,"2016-04-21 19:12:20.258647","2016-04-21 19:12:20.258647",1
25,209,"2016-04-21 19:12:20.267748","2016-04-21 19:12:20.267748",1
26,209,"2016-04-21 19:12:20.277449","2016-04-21 19:12:20.277449",1
27,209,"2016-04-21 19:12:20.286633","2016-04-21 19:12:20.286633",1
28,209,"2016-04-21 19:12:20.295075","2016-04-21 19:12:20.295075",1
29,209,"2016-04-21 19:12:20.307845","2016-04-21 19:12:20.307845",1
30,209,"2016-04-21 19:12:20.316667","2016-04-21 19:12:20.316667",1
31,209,"2016-04-21 19:12:20.331361","2016-04-21 19:12:20.331361",1
32,209,"2016-04-21 19:12:20.345943","2016-04-21 19:12:20.345943",1
33,209,"2016-04-21 19:12:20.365850","2016-04-21 19:12:20.365850",1
34,209,"2016-04-21 19:12:20.375523","2016-04-21 19:12:20.375523",1
35,209,"2016-04-21 19:12:20.384494","2016-04-21 19:12:20.384494",1
36,209,"2016-04-21 19:12:20.393130","2016-04-21 19:12:20.393130",1
20,210,"2016-04-21 19:12:20.402792","2016-04-21 19:12:20.402792",1
21,210,"2016-04-21 19:12:20.413577","2016-04-21 19:12:20.413577",1
22,210,"2016-04-21 19:12:20.429176","2016-04-21 19:12:20.429176",1
23,210,"2016-04-21 19:12:20.446787","2016-04-21 19:12:20.446787",1
24,210,"2016-04-21 19:12:20.456356","2016-04-21 19:12:20.456356",1
25,210,"2016-04-21 19:12:20.466122","2016-04-21 19:12:20.466122",1
26,210,"2016-04-21 19:12:20.475297","2016-04-21 19:12:20.475297",1
27,210,"2016-04-21 19:12:20.485113","2016-04-21 19:12:20.485113",1
28,210,"2016-04-21 19:12:20.500609","2016-04-21 19:12:20.500609",1
29,210,"2016-04-21 19:12:20.513715","2016-04-21 19:12:20.513715",1
30,210,"2016-04-21 19:12:20.528968","2016-04-21 19:12:20.528968",1
31,210,"2016-04-21 19:12:20.545423","2016-04-21 19:12:20.545423",1
32,210,"2016-04-21 19:12:20.554724","2016-04-21 19:12:20.554724",1
33,210,"2016-04-21 19:12:20.564326","2016-04-21 19:12:20.564326",1
34,210,"2016-04-21 19:12:20.573562","2016-04-21 19:12:20.573562",1
35,210,"2016-04-21 19:12:20.583881","2016-04-21 19:12:20.583881",1
36,210,"2016-04-21 19:12:20.593649","2016-04-21 19:12:20.593649",1
20,211,"2016-04-21 19:12:20.602968","2016-04-21 19:12:20.602968",1
21,211,"2016-04-21 19:12:20.611989","2016-04-21 19:12:20.611989",1
22,211,"2016-04-21 19:12:20.622332","2016-04-21 19:12:20.622332",1
23,211,"2016-04-21 19:12:20.631909","2016-04-21 19:12:20.631909",1
24,211,"2016-04-21 19:12:20.640903","2016-04-21 19:12:20.640903",1
25,211,"2016-04-21 19:12:20.650686","2016-04-21 19:12:20.650686",1
26,211,"2016-04-21 19:12:20.660381","2016-04-21 19:12:20.660381",1
27,211,"2016-04-21 19:12:20.670012","2016-04-21 19:12:20.670012",1
28,211,"2016-04-21 19:12:20.685534","2016-04-21 19:12:20.685534",1
29,211,"2016-04-21 19:12:20.694420","2016-04-21 19:12:20.694420",1
30,211,"2016-04-21 19:12:20.703809","2016-04-21 19:12:20.703809",1
31,211,"2016-04-21 19:12:20.713659","2016-04-21 19:12:20.713659",1
32,211,"2016-04-21 19:12:20.722575","2016-04-21 19:12:20.722575",1
33,211,"2016-04-21 19:12:20.731781","2016-04-21 19:12:20.731781",1
34,211,"2016-04-21 19:12:20.740740","2016-04-21 19:12:20.740740",1
35,211,"2016-04-21 19:12:20.756306","2016-04-21 19:12:20.756306",1
36,211,"2016-04-21 19:12:20.772121","2016-04-21 19:12:20.772121",1
20,212,"2016-04-21 19:12:20.781259","2016-04-21 19:12:20.781259",1
21,212,"2016-04-21 19:12:20.791035","2016-04-21 19:12:20.791035",1
22,212,"2016-04-21 19:12:20.801024","2016-04-21 19:12:20.801024",1
23,212,"2016-04-21 19:12:20.810493","2016-04-21 19:12:20.810493",1
24,212,"2016-04-21 19:12:20.835184","2016-04-21 19:12:20.835184",1
25,212,"2016-04-21 19:12:20.849695","2016-04-21 19:12:20.849695",1
26,212,"2016-04-21 19:12:20.871029","2016-04-21 19:12:20.871029",1
27,212,"2016-04-21 19:12:20.880199","2016-04-21 19:12:20.880199",1
28,212,"2016-04-21 19:12:20.889271","2016-04-21 19:12:20.889271",1
29,212,"2016-04-21 19:12:20.898217","2016-04-21 19:12:20.898217",1
30,212,"2016-04-21 19:12:20.907047","2016-04-21 19:12:20.907047",1
31,212,"2016-04-21 19:12:20.915903","2016-04-21 19:12:20.915903",1
32,212,"2016-04-21 19:12:20.934079","2016-04-21 19:12:20.934079",1
33,212,"2016-04-21 19:12:20.943200","2016-04-21 19:12:20.943200",1
34,212,"2016-04-21 19:12:20.952702","2016-04-21 19:12:20.952702",1
35,212,"2016-04-21 19:12:20.962733","2016-04-21 19:12:20.962733",1
36,212,"2016-04-21 19:12:20.971260","2016-04-21 19:12:20.971260",1
20,213,"2016-04-21 19:12:20.986992","2016-04-21 19:12:20.986992",1
21,213,"2016-04-21 19:12:20.996172","2016-04-21 19:12:20.996172",1
22,213,"2016-04-21 19:12:21.004901","2016-04-21 19:12:21.004901",1
23,213,"2016-04-21 19:12:21.014621","2016-04-21 19:12:21.014621",1
24,213,"2016-04-21 19:12:21.028194","2016-04-21 19:12:21.028194",1
25,213,"2016-04-21 19:12:21.041350","2016-04-21 19:12:21.041350",1
26,213,"2016-04-21 19:12:21.050657","2016-04-21 19:12:21.050657",1
27,213,"2016-04-21 19:12:21.060184","2016-04-21 19:12:21.060184",1
28,213,"2016-04-21 19:12:21.070006","2016-04-21 19:12:21.070006",1
29,213,"2016-04-21 19:12:21.079121","2016-04-21 19:12:21.079121",1
30,213,"2016-04-21 19:12:21.088175","2016-04-21 19:12:21.088175",1
31,213,"2016-04-21 19:12:21.097626","2016-04-21 19:12:21.097626",1
32,213,"2016-04-21 19:12:21.106466","2016-04-21 19:12:21.106466",1
33,213,"2016-04-21 19:12:21.125624","2016-04-21 19:12:21.125624",1
34,213,"2016-04-21 19:12:21.135893","2016-04-21 19:12:21.135893",1
35,213,"2016-04-21 19:12:21.155004","2016-04-21 19:12:21.155004",1
36,213,"2016-04-21 19:12:21.164821","2016-04-21 19:12:21.164821",1
20,214,"2016-04-21 19:12:21.174294","2016-04-21 19:12:21.174294",1
21,214,"2016-04-21 19:12:21.184047","2016-04-21 19:12:21.184047",1
22,214,"2016-04-21 19:12:21.192932","2016-04-21 19:12:21.192932",1
23,214,"2016-04-21 19:12:21.201592","2016-04-21 19:12:21.201592",1
24,214,"2016-04-21 19:12:21.210351","2016-04-21 19:12:21.210351",1
25,214,"2016-04-21 19:12:21.219733","2016-04-21 19:12:21.219733",1
26,214,"2016-04-21 19:12:21.231857","2016-04-21 19:12:21.231857",1
27,214,"2016-04-21 19:12:21.247395","2016-04-21 19:12:21.247395",1
28,214,"2016-04-21 19:12:21.276349","2016-04-21 19:12:21.276349",1
29,214,"2016-04-21 19:12:21.291917","2016-04-21 19:12:21.291917",1
30,214,"2016-04-21 19:12:21.313152","2016-04-21 19:12:21.313152",1
31,214,"2016-04-21 19:12:21.323139","2016-04-21 19:12:21.323139",1
32,214,"2016-04-21 19:12:21.332949","2016-04-21 19:12:21.332949",1
33,214,"2016-04-21 19:12:21.348303","2016-04-21 19:12:21.348303",1
34,214,"2016-04-21 19:12:21.357227","2016-04-21 19:12:21.357227",1
35,214,"2016-04-21 19:12:21.369531","2016-04-21 19:12:21.369531",1
36,214,"2016-04-21 19:12:21.379416","2016-04-21 19:12:21.379416",1
20,215,"2016-04-21 19:12:21.388386","2016-04-21 19:12:21.388386",1
21,215,"2016-04-21 19:12:21.398850","2016-04-21 19:12:21.398850",1
22,215,"2016-04-21 19:12:21.408253","2016-04-21 19:12:21.408253",1
23,215,"2016-04-21 19:12:21.418371","2016-04-21 19:12:21.418371",1
24,215,"2016-04-21 19:12:21.437835","2016-04-21 19:12:21.437835",1
25,215,"2016-04-21 19:12:21.447362","2016-04-21 19:12:21.447362",1
26,215,"2016-04-21 19:12:21.456136","2016-04-21 19:12:21.456136",1
27,215,"2016-04-21 19:12:21.465382","2016-04-21 19:12:21.465382",1
28,215,"2016-04-21 19:12:21.481604","2016-04-21 19:12:21.481604",1
29,215,"2016-04-21 19:12:21.490237","2016-04-21 19:12:21.490237",1
30,215,"2016-04-21 19:12:21.499405","2016-04-21 19:12:21.499405",1
31,215,"2016-04-21 19:12:21.508899","2016-04-21 19:12:21.508899",1
32,215,"2016-04-21 19:12:21.518198","2016-04-21 19:12:21.518198",1
33,215,"2016-04-21 19:12:21.527569","2016-04-21 19:12:21.527569",1
34,215,"2016-04-21 19:12:21.536668","2016-04-21 19:12:21.536668",1
35,215,"2016-04-21 19:12:21.545636","2016-04-21 19:12:21.545636",1
36,215,"2016-04-21 19:12:21.554496","2016-04-21 19:12:21.554496",1
20,216,"2016-04-21 19:12:21.564096","2016-04-21 19:12:21.564096",1
21,216,"2016-04-21 19:12:21.576502","2016-04-21 19:12:21.576502",1
22,216,"2016-04-21 19:12:21.592566","2016-04-21 19:12:21.592566",1
23,216,"2016-04-21 19:12:21.601704","2016-04-21 19:12:21.601704",1
24,216,"2016-04-21 19:12:21.610753","2016-04-21 19:12:21.610753",1
25,216,"2016-04-21 19:12:21.619574","2016-04-21 19:12:21.619574",1
26,216,"2016-04-21 19:12:21.629724","2016-04-21 19:12:21.629724",1
27,216,"2016-04-21 19:12:21.639554","2016-04-21 19:12:21.639554",1
28,216,"2016-04-21 19:12:21.660814","2016-04-21 19:12:21.660814",1
29,216,"2016-04-21 19:12:21.681018","2016-04-21 19:12:21.681018",1
30,216,"2016-04-21 19:12:21.690805","2016-04-21 19:12:21.690805",1
31,216,"2016-04-21 19:12:21.703138","2016-04-21 19:12:21.703138",1
32,216,"2016-04-21 19:12:21.718637","2016-04-21 19:12:21.718637",1
33,216,"2016-04-21 19:12:21.734310","2016-04-21 19:12:21.734310",1
34,216,"2016-04-21 19:12:21.747812","2016-04-21 19:12:21.747812",1
35,216,"2016-04-21 19:12:21.756385","2016-04-21 19:12:21.756385",1
36,216,"2016-04-21 19:12:21.768944","2016-04-21 19:12:21.768944",1
20,217,"2016-04-21 19:12:21.777969","2016-04-21 19:12:21.777969",1
21,217,"2016-04-21 19:12:21.790547","2016-04-21 19:12:21.790547",1
22,217,"2016-04-21 19:12:21.806100","2016-04-21 19:12:21.806100",1
23,217,"2016-04-21 19:12:21.815220","2016-04-21 19:12:21.815220",1
24,217,"2016-04-21 19:12:21.824822","2016-04-21 19:12:21.824822",1
25,217,"2016-04-21 19:12:21.841521","2016-04-21 19:12:21.841521",1
26,217,"2016-04-21 19:12:21.850510","2016-04-21 19:12:21.850510",1
27,217,"2016-04-21 19:12:21.866340","2016-04-21 19:12:21.866340",1
28,217,"2016-04-21 19:12:21.881692","2016-04-21 19:12:21.881692",1
29,217,"2016-04-21 19:12:21.890605","2016-04-21 19:12:21.890605",1
30,217,"2016-04-21 19:12:21.900225","2016-04-21 19:12:21.900225",1
31,217,"2016-04-21 19:12:21.909469","2016-04-21 19:12:21.909469",1
32,217,"2016-04-21 19:12:21.918549","2016-04-21 19:12:21.918549",1
33,217,"2016-04-21 19:12:21.927518","2016-04-21 19:12:21.927518",1
34,217,"2016-04-21 19:12:21.947616","2016-04-21 19:12:21.947616",1
35,217,"2016-04-21 19:12:21.962182","2016-04-21 19:12:21.962182",1
36,217,"2016-04-21 19:12:21.976628","2016-04-21 19:12:21.976628",1
20,218,"2016-04-21 19:12:21.990966","2016-04-21 19:12:21.990966",1
21,218,"2016-04-21 19:12:22.005521","2016-04-21 19:12:22.005521",1
22,218,"2016-04-21 19:12:22.015458","2016-04-21 19:12:22.015458",1
23,218,"2016-04-21 19:12:22.025170","2016-04-21 19:12:22.025170",1
24,218,"2016-04-21 19:12:22.034951","2016-04-21 19:12:22.034951",1
25,218,"2016-04-21 19:12:22.046311","2016-04-21 19:12:22.046311",1
26,218,"2016-04-21 19:12:22.057659","2016-04-21 19:12:22.057659",1
27,218,"2016-04-21 19:12:22.066608","2016-04-21 19:12:22.066608",1
28,218,"2016-04-21 19:12:22.075259","2016-04-21 19:12:22.075259",1
29,218,"2016-04-21 19:12:22.084554","2016-04-21 19:12:22.084554",1
30,218,"2016-04-21 19:12:22.093410","2016-04-21 19:12:22.093410",1
31,218,"2016-04-21 19:12:22.102359","2016-04-21 19:12:22.102359",1
32,218,"2016-04-21 19:12:22.111158","2016-04-21 19:12:22.111158",1
33,218,"2016-04-21 19:12:22.120245","2016-04-21 19:12:22.120245",1
34,218,"2016-04-21 19:12:22.136595","2016-04-21 19:12:22.136595",1
35,218,"2016-04-21 19:12:22.152340","2016-04-21 19:12:22.152340",1
36,218,"2016-04-21 19:12:22.161837","2016-04-21 19:12:22.161837",1
20,219,"2016-04-21 19:12:22.171312","2016-04-21 19:12:22.171312",1
21,219,"2016-04-21 19:12:22.180294","2016-04-21 19:12:22.180294",1
22,219,"2016-04-21 19:12:22.196253","2016-04-21 19:12:22.196253",1
23,219,"2016-04-21 19:12:22.217465","2016-04-21 19:12:22.217465",1
24,219,"2016-04-21 19:12:22.233027","2016-04-21 19:12:22.233027",1
25,219,"2016-04-21 19:12:22.242356","2016-04-21 19:12:22.242356",1
26,219,"2016-04-21 19:12:22.266104","2016-04-21 19:12:22.266104",1
27,219,"2016-04-21 19:12:22.280653","2016-04-21 19:12:22.280653",1
28,219,"2016-04-21 19:12:22.295438","2016-04-21 19:12:22.295438",1
29,219,"2016-04-21 19:12:22.306149","2016-04-21 19:12:22.306149",1
30,219,"2016-04-21 19:12:22.321938","2016-04-21 19:12:22.321938",1
31,219,"2016-04-21 19:12:22.330841","2016-04-21 19:12:22.330841",1
32,219,"2016-04-21 19:12:22.346443","2016-04-21 19:12:22.346443",1
33,219,"2016-04-21 19:12:22.363083","2016-04-21 19:12:22.363083",1
34,219,"2016-04-21 19:12:22.372774","2016-04-21 19:12:22.372774",1
35,219,"2016-04-21 19:12:22.381793","2016-04-21 19:12:22.381793",1
36,219,"2016-04-21 19:12:22.390530","2016-04-21 19:12:22.390530",1
20,220,"2016-04-21 19:12:22.399439","2016-04-21 19:12:22.399439",1
21,220,"2016-04-21 19:12:22.408925","2016-04-21 19:12:22.408925",1
22,220,"2016-04-21 19:12:22.419303","2016-04-21 19:12:22.419303",1
23,220,"2016-04-21 19:12:22.428493","2016-04-21 19:12:22.428493",1
24,220,"2016-04-21 19:12:22.440716","2016-04-21 19:12:22.440716",1
25,220,"2016-04-21 19:12:22.450234","2016-04-21 19:12:22.450234",1
26,220,"2016-04-21 19:12:22.460818","2016-04-21 19:12:22.460818",1
27,220,"2016-04-21 19:12:22.469950","2016-04-21 19:12:22.469950",1
28,220,"2016-04-21 19:12:22.479727","2016-04-21 19:12:22.479727",1
29,220,"2016-04-21 19:12:22.491853","2016-04-21 19:12:22.491853",1
30,220,"2016-04-21 19:12:22.501170","2016-04-21 19:12:22.501170",1
31,220,"2016-04-21 19:12:22.511552","2016-04-21 19:12:22.511552",1
32,220,"2016-04-21 19:12:22.520644","2016-04-21 19:12:22.520644",1
33,220,"2016-04-21 19:12:22.536421","2016-04-21 19:12:22.536421",1
34,220,"2016-04-21 19:12:22.545635","2016-04-21 19:12:22.545635",1
35,220,"2016-04-21 19:12:22.554961","2016-04-21 19:12:22.554961",1
36,220,"2016-04-21 19:12:22.570830","2016-04-21 19:12:22.570830",1
20,221,"2016-04-21 19:12:22.586875","2016-04-21 19:12:22.586875",1
21,221,"2016-04-21 19:12:22.598736","2016-04-21 19:12:22.598736",1
22,221,"2016-04-21 19:12:22.608351","2016-04-21 19:12:22.608351",1
23,221,"2016-04-21 19:12:22.617341","2016-04-21 19:12:22.617341",1
24,221,"2016-04-21 19:12:22.633982","2016-04-21 19:12:22.633982",1
25,221,"2016-04-21 19:12:22.643244","2016-04-21 19:12:22.643244",1
26,221,"2016-04-21 19:12:22.653112","2016-04-21 19:12:22.653112",1
27,221,"2016-04-21 19:12:22.662882","2016-04-21 19:12:22.662882",1
28,221,"2016-04-21 19:12:22.672030","2016-04-21 19:12:22.672030",1
29,221,"2016-04-21 19:12:22.681534","2016-04-21 19:12:22.681534",1
30,221,"2016-04-21 19:12:22.690771","2016-04-21 19:12:22.690771",1
31,221,"2016-04-21 19:12:22.700568","2016-04-21 19:12:22.700568",1
32,221,"2016-04-21 19:12:22.710065","2016-04-21 19:12:22.710065",1
33,221,"2016-04-21 19:12:22.719245","2016-04-21 19:12:22.719245",1
34,221,"2016-04-21 19:12:22.729077","2016-04-21 19:12:22.729077",1
35,221,"2016-04-21 19:12:22.745875","2016-04-21 19:12:22.745875",1
36,221,"2016-04-21 19:12:22.762434","2016-04-21 19:12:22.762434",1
